query_index	selectivity	bucket	centroid_margin	truth_list_count	nprobe_50	nprobe_90	nprobe_95	nprobe_100	maximum_truth_list_rank	nprobe	truth_list_recall	candidates_visited	matching_candidates	database_fraction
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	384	1.0	56491	19826	0.18830333333333332
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	512	1.0	79048	27184	0.26349333333333336
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	576	1.0	91058	30728	0.30352666666666667
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	768	1.0	129700	41945	0.43233333333333335
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	1024	1.0	184862	57518	0.6162066666666667
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	1152	1.0	213543	64682	0.71181
8	0.2908733333333333	broad	0.007517338	6	2	12	16	16	16	1536	1.0	300000	87262	1.0
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	1	0.1	124	1	0.0004133333333333333
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	2	0.1	331	1	0.0011033333333333333
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	4	0.5	839	18	0.0027966666666666665
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	8	0.7	1467	28	0.00489
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	16	0.7	2831	33	0.009436666666666666
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	32	0.8	6027	56	0.02009
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	64	1.0	10952	130	0.036506666666666666
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	128	1.0	20565	219	0.06855
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	192	1.0	30275	299	0.10091666666666667
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	256	1.0	39475	423	0.13158333333333333
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	384	1.0	61262	644	0.20420666666666668
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	512	1.0	85145	932	0.28381666666666666
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	576	1.0	97388	1040	0.3246266666666667
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	768	1.0	140841	1353	0.46947
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	1024	1.0	199199	1726	0.6639966666666667
9	0.006713333333333333	rare	0.01678431	7	4	48	50	50	50	1152	1.0	226672	1838	0.7555733333333333
